Job_Title,Salary_Estimate,Job_Description,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_Of_Ownership,Industry,Sector,Revenue,Competitors
"Sr. Associate, Data Science",-1,"Towers Crescent 2 (12067), United States of America, Vienna, Virginia
Sr. Associate, Data Science
Data is at the center of everything we do. As a startup, we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 100 company and a leader in the world of data-driven decision-making.
As a Data Scientist on Capital One’s People Analytics team, you’ll be on the leading edge of applying analytics to talent, combining machine learning and social science to build strategies that expand Capital One’s talent advantage.
Role Description",4.1,Capital One - US,"Vienna, VA",-1,10000+ Employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
"AI/ML - Sr Data Scientist, Siri Data",-1,"Summary
Posted: Feb 18, 2021
Weekly Hours: 40
Role Number:200223706
Do you get excited by driving product impact via measurement and evaluation, for products and services used by hundreds of millions of people globally? The vision for the Siri Data organization is to improve Siri by using data as the voice of our customers. Within this organization the mission of the Search Analytics team is to inform product evolution through measurement, evaluation, and analysis of the user experience. You will partner with Search engineering teams to improve search quality and guide feature development with data, to deliver amazing search experiences across iPhone, iPad, HomePod, Mac, Watch, tv, across dozens of languages.
Key Qualifications",4.3,Apple,"Seattle, WA",-1,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Data Scientist - Machine Learning/Cortex Data Science,-1,"Company Description

Twitter serves the public conversation by encouraging people all over the world to connect, learn, debate, and solve problems together. We believe conversation can change the world, and that’s why Tweeps (that’s what we call Twitter employees) come to work every day.

Job Description

You will collaborate with machine learning researchers and engineers to provide social science-based support/guidance for Twitter’s core ML efforts, based on a deep technical and understanding of product and relevant social science. That means you’ll identify areas where machine learning can have the greatest impact, define problems, generate and test hypotheses, and develop clear success metrics. Specifically, the work will involve exploratory analysis, identifying high-impact data sets & model features, critical review of offline and online model performance, building proof of concepts, and integrating experimentation and observational causal inference in the ML process. It also means helping to measure the business impact of ML improvements.",4.2,Twitter,"East Boston, MA",-1,1001 to 5000 Employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),-1
"Associate, Data Scientist, Optimization",-1,"Innovate. Collaborate. Build. Create. Solve. The KPMG Digital Lighthouse is KPMG's award-winning Analytics & AI Center of Excellence recognized by clients and leading analyst firms in the US and globally. The KPMG Lighthouse is a curation of specialized technical capabilities and domain experts working across the digital landscape: applied data science, AI, data engineering and insights, software engineering, automation, and big data. Here, you'll work with a diverse team of professionals to explore and build solutions for clients in a multiplatform environment.
You'll be an important part of our high-energy, unique, fast-paced, and innovative culture that delivers with the agility of a tech startup and the backing of a leading global consulting firm. In this particular role, you'll work specifically in the AI Analytics & Engineering Community within the Digital Lighthouse, on a wide range of projects. From applied AI to optimization to big data platform engineering, your analytical and technical skills will drive real impact in the business world. At KPMG, our commitment to your career development helps to set us apart as an employer. We want to enhance your potential, both for yourself and as a contributor to our firm. That's why we provide every opportunity to expand your skills, knowledge and experiences through formal education and training programs, leadership development opportunities, and, as well as informal one-on-one coaching and mentoring from your KPMG colleagues.",3.9,KPMG,"Chicago, IL",-1,10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1
"Senior Director, Data Scientist",-1,"Job Summary

Oversees a team that provides decision science and digital analytics leadership across multiple organizations within Walgreens, delivering best in class data insights to the business.

Provides leadership to enterprise to deliver data-driven solutions to complex problems with very high levels of ambiguity using both structured and unstructured data across the enterprise.

Job Responsibilities
Guide and mentor a team of data scientist to use a wide range data science techniques for descriptive, diagnostic, predictive, and prescriptive analyses.
Sets the vision for manipulation and analyses of large and complex data sets.
Distill the complexities of digital analytics (tagging, data, reporting) into layman terms, providing impactful visualizations, actionable insights and test/optimization opportunities.


Walgreens (www.walgreens.com) is included in the Retail Pharmacy USA Division of Walgreens Boots Alliance, Inc. (Nasdaq: WBA), a global leader in retail and wholesale pharmacy. As America’s most loved pharmacy, health and beauty company, Walgreens purpose is to champion the health and wellbeing of every community in America. Operating more than 9,000 retail locations across America, Puerto Rico and the U.S. Virgin Islands, Walgreens is proud to be a neighborhood health destination serving approximately 8 million customers each day. Walgreens pharmacists play a critical role in the U.S. healthcare system by providing a wide range of pharmacy and healthcare services. To best meet the needs of customers and patients, Walgreens offers a true omnichannel experience, with platforms bringing together physical and digital, supported by the latest technology to deliver high-quality products and services in local communities nationwide.",3.2,WALGREENS,"Deerfield, IL",-1,10000+ Employees,1901,Company - Public,Drug & Health Stores,Retail,$10+ billion (USD),-1
"Senior Specialist, Federal Data Scientist",-1,"Historically, the travel requirement for this position has ranged from 80-100%. The safety and well-being of our people continues to be the top priority, and our decisions around travel are informed by government COVID-19 response directives, recommendations from leading health authorities, and guidance from a number of infectious disease experts. For now, all KPMG business travel, international and domestic, is currently restricted to client-essential sales/delivery activity only. At some point in the future and with the safety of people as the critical factor, the travel requirement will likely increase, possibly to previous levels, but KPMG is committed to balancing client requirements with new delivery capabilities.
The KPMG Advisory practice is currently our fastest growing practice. We are seeing tremendous client demand, and looking forward we don't anticipate that slowing down. In this ever-changing market environment, our professionals must be adaptable and thrive in a collaborative, team-driven culture. At KPMG, our people are our number one priority. With a wealth of learning and career development opportunities, a world-class training facility and leading market tools, we make sure our people continue to grow both professionally and personally. If you're looking for a firm with a strong team connection where you can be your whole self, have an impact, advance your skills, deepen your experiences, and have the flexibility and access to constantly find new areas of inspiration and expand your capabilities, then consider a career in Advisory.",3.9,KPMG,"Washington, DC",-1,10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1
Senior Data Scientist,-1,"Senior Data Scientist-21000EFL

Applicants are required to read, write, and speak the following languages: English
Preferred Qualifications

Brief Description:
Oracle Adaptive Intelligence team is seeking for a Senior Data Scientist that want to help us build the next generation of Adaptive Intelligent Applications using Oracle Cloud.


This is a unique opportunity to make a change, learn and have fun in a fantastic Artificial Intelligence team with a world class culture and the mission to deliver outstanding applications to the world.",3.7,Oracle,"Austin, TX",-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
Senior Data Scientist - Machine Learning,-1,"The Machine Learning and AI team in AstraZeneca’s Oncology Data Science & Analytics group is where we develop and apply sophisticated algorithms and techniques to solve the hardest problems in oncology drug discovery and development. The team uses their scientific, quantitative, and problem-solving skills to work on a broad range of challenges across the whole oncology portfolio, working collaboratively with other scientists across a range of disciplines to scope, define, and deliver projects that both advance the state of the art in data science and accelerate the delivery of innovative medicines to patients.
As a Senior Data Scientist you will play a key role on the front line in this rapidly growing team working to extract insight from complex biomedical data. You will develop your leadership skills and apply and develop your expertise in rigorous quantitative data science to provide solutions to a variety of data science problems, researching, recommending and delivering novel methodologies to solve the problems that matter to the oncology pipeline.
Examples of projects the team works on include developing machine learning models for digital biomarkers, patient risk stratification for clinical trials, new algorithms for survival analysis, approaches to quantitatively analyze wearable data, linking of medical imaging data with ‘omics and longitudinal outcomes to identify and/or validate new drug targets, and much more!",4.2,AstraZeneca,"Gaithersburg, MD",-1,10000+ Employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
"Senior Data Scientist, Machine Learning Research",-1,"We're looking for a Senior Data Scientist to join our Data Insights team and help us accomplish our mission of improving lives by learning from the experience of every cancer patient. Here's what you need to know about the role, our team and why Flatiron Health is the right next step in your career.
What you will do
Data Insights is a diverse and talented team with strong expertise in discovering, prototyping and launching new data products. As a Senior Data Scientist on this team, you will define data strategy, drive technical execution, and help us create the next generation of our real-world evidence data products.
You will be embedded on a newly formed team within our Real World Evidence business line. This team is focused on developing a new set of large-scale, ML-enabled research data products. Along with working to build these data products, you will be collaborating with a group of data scientists, statisticians, and academics to create the long term scientific vision for how ML can accelerate Real World Evidence research. This may involve developing and validating novel statistical techniques for using ML-enabled research data in scientific inquiry, as well as developing new classes of ML models. In addition, you'll also:",4.0,Flatiron Health,"New York, NY",-1,501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Sr. Data Scientist,-1,"Company Description

As the world's leader in digital payments technology, Visa's mission is to connect the world through the most creative, reliable and secure payment network - enabling individuals, businesses, and economies to thrive. Our advanced global processing network, VisaNet, provides secure and reliable payments around the world, and is capable of handling more than 65,000 transaction messages a second. The company's dedication to innovation drives the rapid growth of connected commerce on any device, and fuels the dream of a cashless future for everyone, everywhere. As the world moves from analog to digital, Visa is applying our brand, products, people, network and scale to reshape the future of commerce.
At Visa, your individuality fits right in. Working here gives you an opportunity to impact the world, invest in your career growth, and be part of an inclusive and diverse workplace. We are a global team of disruptors, trailblazers, innovators and risk-takers who are helping drive economic growth in even the most remote parts of the world, creatively moving the industry forward, and doing meaningful work that brings financial literacy and digital commerce to millions of unbanked and underserved consumers.",4.1,Visa,"Arlington, VA",-1,10000+ Employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
"Senior Data Scientist, Applied Machine Learning",-1,"We're looking for a Senior Data Scientist to join our Data Insights team and help us accomplish our mission of improving lives by learning from the experience of every cancer patient. Here's what you need to know about the role, our team and why Flatiron Health is the right next step in your career.
What you will do
Data Insights is a diverse and talented team with strong expertise in discovering, prototyping and launching new data products. As a Senior Data Scientist on this team, you will define data strategy, drive technical execution, and help us create the next generation of our real-world evidence data products.
You will be embedded on a newly formed team within our Real World Evidence business line. This team is focused on developing a new set of large-scale, ML-enabled research data products. You will be tasked with creating high quality clinical research variables from structured and unstructured data sources using creative approaches to machine learning and natural language processing. You'll work cross-functionally with software engineers to productionize these new variables, and with quantitative scientists and oncologists to validate that they can be used to generate sound scientific insights. In addition, you'll also:",4.0,Flatiron Health,"New York, NY",-1,501 to 1000 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Scientist Senior (work from home Northeast US resident),-1,"Job Summary
Works collaboratively within a multi-functional team of clinicians, data analysts, faculty and scientists to solve clinically relevant problems related to optimizing patient care and outcomes. Leverages knowledge of statistics, machine learning and programming to solve computational and analytic challenges.
Job Duties
Utilize creative and innovative thinking with a focus on novel approaches to solve computational and analytic challenges related to health outcomes.
Applies knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to clinically relevant problems to improve health outcomes and healthcare operations.



Master's Degree-Related Field of Study (Required)
Minimum of 6 years-Relevant experience* (Required)

OUR PURPOSE & VALUES: Everything we do is about caring for our patients, our members, our students, our Geisinger family and our communities. KINDNESS: We strive to treat everyone as we would hope to be treated ourselves. EXCELLENCE: We treasure colleagues who humbly strive for excellence. LEARNING: We share our knowledge with the best and brightest to better prepare the caregivers for tomorrow. INNOVATION: We constantly seek new and better ways to care for our patients, our members, our community, and the nation. SAFETY: We provide a safe environment for our patients and members and the Geisinger family We offer healthcare benefits for full time and part time positions from day one, including vision, dental and domestic partners.* Perhaps just as important, from senior management on down, we encourage an atmosphere of collaboration, cooperation and collegiality. We are an Affirmative Action, Equal Opportunity Employer Women and Minorities are Encouraged to Apply. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of disability or their protected veteran status.",3.5,Geisinger,"Harrisburg, PA",-1,10000+ Employees,1915,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
Data Scientist,-1,"Tradeweb is looking to add a Data Scientist to its Data & Analytics team. Our Data Science team is responsible for managing the development and optimization of advanced analytics on a global scale across the company.
In this role, you will enjoy working with one of the richest financial data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. The ideal candidate will have experience doing advanced data analysis, will have worked with large data stores, and will have experience building machine learning models. Candidates should be curious, focused on results, a self-starter, and have demonstrated success in using analytics to drive value in an organization.
Design, build, test and deliver new data science services and advanced analytics to Tradeweb globally
Develop scalable tools leveraging machine learning and/or deep learning models to solve real-world problems in areas such as time series predictions
Suggest, collect and synthesize requirements to create an effective roadmap towards the deployment of production-level machine learning applications",4.5,Tradeweb Markets LLC,"Jersey City, NJ",-1,501 to 1000 Employees,1997,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1
CPXE – Senior Data Scientist,-1,"CPXE – Senior Data Scientist Who We Are
Cisco’s Customer Experience (CX) organization is one of Cisco’s fastest growing teams, and the Customer and Partner Experience Engineering (CPXE) group is redefining how Cisco delivers value to our customers & partners via our product portfolio. In this time of outstanding change, we are looking for top talent to lead business critical capabilities for Cisco and our customers. What You’ll Do
The CX Data, Insights and Growth team is looking for a strong Senior Data Scientist to develop and apply state-of-the-art data science solutions to drive CX transformation. You will invent, craft and implement end-to-end reliable, scalable, efficient services. Play a meaningful role in crafting the vision and research activities for our Data Science team. Who You’ll Work With
This role is part of a fun loving, diverse team, with a broad culture. Duties require working across CX Data Science and Engineering teams to offer technical vision, leadership, and alignment. You will engage with the leaders and individual technical team members to usher the development of the technical aspects, while collaborating multi-functionally. Specifically, You will: Use Cisco’s data to design, implement, and deploy Machine Learning technologies as reliable and scalable services Drive end-to-end projects by identifying, capturing, cleansing, verifying, analyzing, and presenting data for key business problems while utilizing state-of-the-art methods & tools Create the vision for data science solutions incorporating the latest techniques Focus will be on causal inference, semi-supervised learning techniques, deep learning and similar concepts Answer sophisticated business questions via structured problem solving, technical analyses, inferences, and delivering impactful insights & recommendations Engage with business to lead/cultivate long-term projects, build technical and non-technical plans, processes, roadmaps and metrics for achieving success Supervise and ensure life cycle maintenance of Machine Learning models and solutions, with focus on quality and impact Qualifications Strong background in statistics and machine learning, with 5+ years of proven experience in AI/ML and Masters or PhD degree in Computer Science, Statistics, Mathematics, Engineering, or a related Expertise in end-to-end data science techniques Proficient in machine learning, information retrieval, and applied statistics Ability to do exploratory analysis on large volumes of data and find key descriptive and inferential properties Develop effective data science solutions by applying AI (deep learning, NLP, Causal inference methods) to deliver business value Strong Python (5+ years) programming skills, with an ability to manipulate large and sophisticated datasets using distributed computing technologies (e.g., Apache Spark) Knowledge of cloud services (e.g. GCP, AWS) and developing data science projects Experience building Machine Learning models and libraries like Scikit, Tensorflow or FastText Software development methodologies and tools (unit, system testing, code reviews, Git) Familiarity with NoSQL, experience with ETL framework like Airflow Self-motivated, fast learner, excellent communication, presentation, interpersonal, and analytical skills Why Cisco?
#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it. We embrace digital, and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box! But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.) Day to day, we focus on the give and take. We give our best, we give our egos a break, and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take ambitious steps, and we take difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward. So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool.
We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform crucial job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",4.2,Cisco Systems,"Research Triangle Park, NC",-1,10000+ Employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Senior Machine Learning Scientist,-1,"GoDaddy is empowering everyday entrepreneurs around the world by providing all of the help and tools to succeed online. GoDaddy is the place people come to name their idea, build a professional website, attract customers, sell their products and services, and manage their work. Our mission is to give our customers the tools, insights and the people to transform their ideas and personal initiative into success. To learn more about the company, visit www.GoDaddy.com.
Location: Your Manager is in Kirkland, WA, however, you will be remote from any state USA
Our team is a part of the Worldwide Engineering organization within GoDaddy, and we are looking to have all level of machine learning
scientist/Applied Researcher join this core ML/AR team. Our goal is to build and grow a community of ML scientists and engineers to learn, share and grow. We are committed to understanding all major business units very closely and we thrive to empower business results by leveraging state-of-the-art ML algorithms.
This core Machine Learning team utilizes large-scale data to power various business areas, and our goal is to create cohesive navigation experience across channels and web pages, to help simplify and enhance the shopping experience for everyday entrepreneurs across the world to quickly find what they need on our website. We will build bidding algorithms for Search Engine Marketing channel where GoDaddy spends multi-million dollars every year. We will be delving into SEM keywords domain where we can leverage Natural Language Generation to automate ad copy generation and content optimization for landing pages. We will look deep into freemium subscription and",3.9,GoDaddy,"Kirkland, WA",-1,5001 to 10000 Employees,1997,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),-1
"Data Scientist, Digital ML",-1,"Towers Crescent (12066), United States of America, Vienna, Virginia
Data Scientist, Digital ML
Data is at the center of everything we do. As a startup, we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data-driven decision-making.
As a Data Scientist at Capital One, you’ll be part of a team that’s leading the next wave of disruption at a whole new scale, using the latest in computing and machine learning technologies and operating across billions of customer records to unlock the big opportunities that help everyday people save money, time and agony in their financial lives.
Team Description",4.1,Capital One - US,"Vienna, VA",-1,10000+ Employees,1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
Associate Data Scientist (Masters),-1,"About Gap Inc.
Our brands bridge the gaps we see in the world. Old Navy democratizes style to ensure everyone has access to quality fashion at every price point. Athleta unleashes the potential of every woman, regardless of body size, age or ethnicity. Banana Republic believes in sustainable luxury for all. And Gap inspires the world to bring individuality to modern, responsibly made essentials.
This simple idea—that we all deserve to belong, and on our own terms—is core to who we are as a company and how we make decisions. Our team is made up of thousands of people across the globe who take risks, think big, and do good for our customers, communities, and the planet. Ready to learn fast, create with audacity and lead boldly? Join our team.
About the role",3.7,Gap Inc.,"San Francisco, CA",-1,10000+ Employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
Data Scientist - AI/ML,-1,"We are looking for a passionate AI/ML Data Scientist to join us on the Digital Human research team. You will develop, manage and enhance the data acquisition pipelines essential for our digital human projects. You will be responsible for monitoring the data quality and carrying out quantitative analysis and visualization. You will also work closely with 3rd party data providing vendors to acquire appropriate data.
Responsibilities:
Contribute to the architecture design for developing data annotation pipelines
Develop functionalities, tools and enhanced features in data annotation pipeline
Maintain the database and export datasets in an easily accessible format for machine learning purposes
Create strategies and manage projects for digital human data acquisition from 3rd party providers
Conduct quantitative data analysis using a variety of datasets, including developing retrieval, processing, fusion, analysis, and visualization of various datasets",4.2,Epic Games,"San Francisco, CA",-1,1001 to 5000 Employees,1991,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1
Machine Learning/AI - Research Scientist,-1,"Zoomies help the world connect — and deliver happiness while doing it. We set out to build the best video conferencing product for the enterprise, and today help people communicate better with products like Zoom Phone, Zoom Rooms, Zoom Video Webinars, Zoom Apps, and OnZoom.
We’re problem-solvers and self-starters, working at a fast pace to design solutions with our customers and users in mind. Here, you’ll work across teams to dig deep into impactful projects that are changing the way people communicate, and enjoy opportunities to advance your career in a diverse, inclusive environment.
Zoom is an award-winning workplace. We have been recognized by Comparably as #1 CEO, Company Happiness, Benefits, Compensation, Diversity, and more! Not to mention we’ve been awarded by Glassdoor as the 2nd Best US workplace & Best Large Company US CEO in 2018, Wealthfront, and Business Insider. Our culture focuses on delivering happiness, our commitment to transparency, and the tangible benefits we provide our employees and our customers.",4.7,"Zoom Video Communications, Inc.","San Francisco, CA",-1,1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),-1
Artificial Intelligence (AI) / Machine Learning (ML) - Research Scientist / Engineer,-1,"Role/Responsibilities
As an Artificial Intelligence (AI) / Machine Learning - Research Scientist / Engineer in the AI - Machine Learning team, you will implement and lead improvements in Moody's Analytic’s core machine learning and AI-driven products, that have a transformative impact across multiple MA units by enabling new products, automation capabilities, and improving efficiency and performance across multiple business lines. You’ll leverage your expertise and experience to propose and lead initiatives in problems like supervised and unsupervised learning, classification, predictive modeling, forecasting, time-series analysis, risk modeling , knowledge graphs, relation extraction, text analytics, and information retrieval as well as designs for the next iterations of our product lines, using AI, ML, deep learning.

The AI / Machine Learning Research Scientist will be a core member of the AI-Machine Learning team within the Moody's Analytics Predictive Analytics Unit. The AI-ML team is a highly visible team working across multiple business lines that is key to the Moody’s Analytics’ (MA) long-term growth strategy using AI and ML.",3.8,Moody's Corporation,"New York, NY",-1,10000+ Employees,1900,Company - Public,Financial Analytics & Research,Finance,$2 to $5 billion (USD),-1
Sr. Data Scientist - Computer Vision,-1,"Sr. Data Scientist - Computer Vision




YOUR TASKS AND RESPONSIBILITIES

The primary responsibilities of this role, Associate Director Market Access Customer Strategy, Cardiorenal, are to:",4.2,Bayer,"Chesterfield, MO",-1,10000+ Employees,1863,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
"AI/ML - Sr Data Scientist - Experimentation, Siri Data",-1,"Summary
Posted: Mar 15, 2021
Weekly Hours: 40
Role Number:200224869
Want to push the envelope on human-computer interaction at Apple? Contribute to a product that is redefining mobile and desktop computing, and work with the people who are building the intelligent assistant that helps millions of people get things done — just by asking? The Siri Data Organization improves Siri by using data as the voice of our customers. Within this organization the mission of the Analytics team is to inform the evolution of Siri through measurement and analysis of the user experience. Part of this mission is achieved through experimentation; as a Data Scientist in this space, you will help bring experimentation to life across the organization! Position can be located in Seattle or Boston.
Key Qualifications",4.3,Apple,"Seattle, WA",-1,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Data Scientist,$80K - $186K (Employer est.),"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms",-1,Dealsrevolution,Remote,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,$80K - $186K (Employer est.),"Are you inspired by building new technologies to benefit customers? Do you dream of being at the forefront of robotics and autonomous system technology? Would you enjoy working in a fast paced, highly collaborative, start-up like environment? If you answered yes to any of these then you've got to check out the Amazon Scout team.

We’ve been hard at work developing a new, fully-electric delivery system – Amazon Scout – designed to get packages to customers using autonomous delivery devices. These devices were created by Amazon, are the size of a small cooler, and roll along sidewalks at a walking pace. We developed Amazon Scout at our research and development lab in Seattle, ensuring the devices can safely and efficiently navigate around pets, pedestrians and anything else in their path.

The Amazon Scout team shares a passion for innovation using advanced technologies, a love of solving complex challenges, and a desire to impact customers in a meaningful way. We're looking for scientists who like dealing with ambiguity, solving hard, large scale problems, and working in a startup like environment. To learn more about Amazon Scout, check out our Amazon Day One Blog post here: http://amazon.com/scout

As an Applied Scientist for the Mobility team, you have the chance to help develop cutting-edge robotic technology using your expertise in any of the following fields: robotics, autonomous systems, computer vision, machine learning, SLAM, path/motion planning, computer graphics, photogrammetry or 3D reconstruction. In this job you will:


Submit your resume today and we will review and contact you for any relevant opportunities - we are hiring at all levels, for multiple specialties!

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us We believe passionately that employing a diverse workforce is central to our success and we make recruiting decisions based on your experience and skills. We welcome applications from all members of society irrespective of age, gender, disability, sexual orientation, race, religion or belief.",3.8,Amazon.com Services LLC,"Snoqualmie, WA",-1,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
"Research Scientist - Computer Vision, Machine Learning",$80K - $186K (Employer est.),"Intelligent Automation, Inc. (IAI) has an open full-time position for a Research Scientist and Senior Research Scientist in computer vision and machine learning. We are looking for an outstanding self-motivated researcher with a Masters or Doctorate degree in Electrical Engineering or Computer Science with a background in computer vision and machine learning.

You will be working with the multi-disciplinary team of scientists and engineers to conduct R&D in the fields of video analytics, machine learning, robotics perception and AI. We have active research and development projects where we design, integrate, test, and deploy state-of-the-art systems for a range of applications, including image and video analytics, artificial intelligence, scene understanding, perception for autonomous systems, healthcare, training, and simulation.

The desired candidate should have a strong publication record in computer vision particularly in the areas of deep learning, object detection, tracking and classification, segmentation, cross-modality inference, self-supervised learning, activity recognition, facial analysis, biomedical image analysis, and robotic vision. A solid background in programming is important.",3.7,Intelligent Automation,"Rockville, MD",-1,51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),-1
Data Scientist (Optimization Team),$80K - $186K (Employer est.),"Company Description
Epsilon is the leader in outcome-based marketing. We enable marketing that’s built on proof, not promises. Through Epsilon PeopleCloud, the marketing platform for personalizing consumer journeys with performance transparency, Epsilon helps marketers anticipate, activate and prove measurable business outcomes. Powered by CORE ID®, the most accurate and stable identity management platform representing 200+ million people, Epsilon’s award-winning data and technology is rooted in privacy by design and underpinned by powerful AI. With more than 50 years of experience in personalization and performance working with the world’s top brands, agencies and publishers, Epsilon is a trusted partner leading CRM, digital media, loyalty and email programs. Positioned at the core of Publicis Groupe, Epsilon is a global company with over 8,000 employees in over 40 offices around the world. For more information, visit epsilon.com. Follow us on Twitter at @EpsilonMktg.
Job Description",3.6,Epsilon,"Chicago, IL",-1,5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),-1
"Senior Associate, Data Scientist Optimization",$80K - $186K (Employer est.),"Innovate. Collaborate. Build. Create. Solve. The KPMG Digital Lighthouse is KPMG's award-winning Analytics & AI Center of Excellence recognized by clients and leading analyst firms in the US and globally. The KPMG Lighthouse is a curation of specialized technical capabilities and domain experts working across the digital landscape: applied data science, AI, data engineering and insights, software engineering, automation, and big data. Here, you'll work with a diverse team of professionals to explore and build solutions for clients in a multiplatform environment.
You'll be an important part of our high-energy, unique, fast-paced, and innovative culture that delivers with the agility of a tech startup and the backing of a leading global consulting firm. In this particular role, you'll work specifically in the AI Analytics & Engineering Community within the Digital Lighthouse, on a wide range of projects. From applied AI to optimization to big data platform engineering, your analytical and technical skills will drive real impact in the business world. At KPMG, our commitment to your career development helps to set us apart as an employer. We want to enhance your potential, both for yourself and as a contributor to our firm. That's why we provide every opportunity to expand your skills, knowledge and experiences through formal education and training programs, leadership development opportunities, and, as well as informal one-on-one coaching and mentoring from your KPMG colleagues.",3.9,KPMG,"Washington, DC",-1,10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1
